# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-01 19:35:20
item,id,year,title,AU,SO,DE
4787,WOS:000333574400010,2014,A spatial conservation prioritization approach for protecting marine birds given proposed offshore wind energy development,"Winiarski, Kristopher J.|Miller, David L.|Paton, Peter W. C.|McWilliams, Scott R.",BIOLOGICAL CONSERVATION,density surface modeling|ecosystem-based marine spatial planning|marine birds|offshore wind development|spatial conservation prioritization|species distribution modeling|zonation
4788,WOS:000270919700006,2009,USE OF DECISION TREE AND ARTIFICIAL NEURAL NETWORK APPROACHES TO MODEL PRESENCE/ABSENCE OF TELESTES MUTICELLUS IN PIEDMONT (NORTH-WESTERN ITALY),"Tirelli, Tina|Pessani, Daniela",RIVER RESEARCH AND APPLICATIONS,neural networks|classification and regression trees|ecological modelling|sensitivity analysis|species prediction
4789,WOS:000323901900001,2013,"Environmental heterogeneity affects input, storage, and transformation of coarse particulate organic matter in a floodplain mosaic","Langhans, Simone Daniela|Richard, Urs|Rueegg, Janine|Uehlinger, Urs|Edwards, Peter|Doering, Michael|Tockner, Klement",AQUATIC SCIENCES,tagliamento|leaf decomposition|ecosystem modelling|flood pulse|hydrological connectivity|organic matter dynamics
4790,WOS:000330094700032,2013,"Retrospective Analysis of Midsummer Hypoxic Area and Volume in the Northern Gulf of Mexico, 1985-2011","Obenour, Daniel R.|Scavia, Donald|Rabalais, Nancy N.|Turner, R. Eugene|Michalak, Anna M.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
4791,WOS:000299173800005,2012,Integrated modeling of flood flows and tidal hydrodynamics over a coastal floodplain,"Yang, Zhaoqing|Wang, Taiping|Khangaonkar, Tarang|Breithaupt, Stephen",ENVIRONMENTAL FLUID MECHANICS,integrated modeling|coastal floodplain|estuary|tide|flood|hydrodynamics
4792,WOS:A1995RH42600003,1995,LINKING PARAMETERS ACROSS SCALES - SUBGRID PARAMETERIZATIONS AND SCALE-DEPENDENT HYDROLOGICAL MODELS,"BEVEN, K",HYDROLOGICAL PROCESSES,subgrid parameterization|scale|disaggregation|distribution functions|svat|topmodel|uncertainty|macroscale models
4793,WOS:000307436500023,2010,Integrated Modeling to Mitigate Climate Change Risk Due to Sea Level Rise Imperiled Shorebirds on Florida Coastal Military Installations,"Convertino, M.|Kiker, G. A.|Chu-Agor, M. L.|Munoz-Carpena, R.|Martinez, C. J.|Aiello-Lammens, M.|Akcakaya, H. R.|Fischer, R. A.|Linkov, I.|Linkov, |Bridges, TS",CLIMATE: GLOBAL CHANGE AND LOCAL ADAPTATION,
4794,WOS:000175721600005,2002,"ASTROMOD: a computer program integrating vegetation dynamics modelling, environmental modelling and spatial data visualisation in Microsoft Excel","Berardi, A",ENVIRONMENTAL MODELLING & SOFTWARE,vegetation dynamics|environmental modelling|spatial data visualisation|microsoft excel
4795,WOS:000345729000029,2015,"Interdisciplinary assessment of sea-level rise and climate change impacts on the lower Nile delta, Egypt","Susnik, Janez|Vamvakeridou-Lyroudia, Lydia S.|Baumert, Niklas|Kloos, Julia|Renaud, Fabrice G.|La Jeunesse, Isabelle|Mabrouk, Badr|Savic, Dragan A.|Kapelan, Zoran|Ludwig, Ralf|Fischer, Georg|Roson, Roberto|Zografos, Christos",SCIENCE OF THE TOTAL ENVIRONMENT,climate change impacts|interdisciplinary research|nile delta|water resources
4796,WOS:000330727700003,2014,The DINA model as a constrained general diagnostic model: Two variants of a model equivalency,"von Davier, Matthias",BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,
4797,WOS:000292553800007,2011,Quantitative evaluation of different hydrological modelling approaches in a partly glacierized Swiss watershed,"Magnusson, Jan|Farinotti, Daniel|Jonas, Tobias|Bavay, Mathias",HYDROLOGICAL PROCESSES,snow hydrology|glacier hydrology|energy-balance model|temperature-index model
4798,WOS:000189135800025,2003,Integrated modelling of urban wastewater systems,"Schutze, M|Schulz, N|Krebs, P|Arsov, R|Marsalek, J|Watt, E|Zeman, E",URBAN WATER MANAGEMENT: SCIENCE TECHNOLOGY AND SERVICE DELIVERY,
4799,WOS:A1994PT13600010,1994,INTELLIGENT AGENT MODELING FOR NATURAL-RESOURCE MANAGEMENT,"ANDERSON, J|EVANS, M",MATHEMATICAL AND COMPUTER MODELLING,intelligent agents|simulation|ecosystem modeling
4800,WOS:000281738900007,2010,Genome-wide functional element detection using pairwise statistical alignment outperforms multiple genome footprinting techniques,"Satija, R.|Hein, J.|Lunter, G. A.",BIOINFORMATICS,
4801,WOS:000172871000009,2002,Sensitivity of carbon sequestration costs to soil carbon rates,"Antle, J|Capalbo, S|Mooney, S|Elliott, ET|Paustian, KH",ENVIRONMENTAL POLLUTION,carbon sequestration|soil c rates|marginal cost|integrated assessment approach|wheat
4802,WOS:000349062400001,2015,Filling the gap between Earth observation and policy making in the Black Sea catchment with enviroGRIDS,"Lehmann, A.|Giuliani, G.|Mancosu, E.|Abbaspour, K. C.|Soezen, S.|Gorgan, D.|Beel, A.|Ray, N.",ENVIRONMENTAL SCIENCE & POLICY,climate change|demographic scenarios|land cover change|hydrological modelling|data sharing|data processing
4803,WOS:000323860700048,2013,A new stochastic dynamic tool to improve the accuracy of mortality estimates for bats killed at wind farms,"Bastos, Rita|Santos, Mario|Cabral, Joao Alexandre",ECOLOGICAL INDICATORS,mortality estimators|bat fatalities|wind farms|stochastic dynamic modelling|environmental impact assessment|general ecological monitoring
4804,WOS:000231219300003,2005,"A regional, multi-sectoral and integrated assessment of the impacts of climate and socio-economic change in the UK","Holman, IP|Nicholls, RJ|Berry, PM|Harrison, PA|Audsley, E|Shackley, S|Rounsevell, MDA",CLIMATIC CHANGE,
4805,WOS:000317796600017,2013,Effectiveness of low impact development practices in two urbanized watersheds: Retrofitting with rain barrel/cistern and porous pavement,"Ahiablame, Laurent M.|Engel, Bernard A.|Chaubey, Indrajeet",JOURNAL OF ENVIRONMENTAL MANAGEMENT,low impact development|curve number|runoff|baseflow|watershed
4806,WOS:000365309400012,2015,Development of an integrated policy making tool for assessing air quality and human health benefits of air pollution control,"Qiu, Xuezhen|Zhu, Yun|Jang, Carey|Lin, Che-Jen|Wang, Shuxiao|Fu, Joshua|Xie, Junping|Wang, Jiandong|Ding, Dian|Long, Shicheng",FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,air quality assessment|human health benefit|economic benefit|air quality attainment assessment|air pollution control strategy|decision support system
4807,WOS:000309015400003,2012,Distributed hydrological modeling of a micro-scale rainforest watershed in Amazonia: Model evaluation and advances in calibration using the new HAND terrain model,"Cuartas, Luz Adriana|Tomasella, Javier|Nobre, Antonio Donato|Nobre, Carlos Afonso|Hodnett, Martin G.|Waterloo, Maarten J.|de Oliveira, Sylvia Mota|von Randow, Rita de Cassia|Trancoso, Ralph|Ferreira, Monica",JOURNAL OF HYDROLOGY,rainforest hydrology|numerical modeling|amazon rainforest|water balance|terrain calibration|dhsvm
4808,WOS:000080189100006,1999,Intertemporal accounting of climate change - Harmonizing economic efficiency and climate stewardship,"Hasselmann, K",CLIMATIC CHANGE,
4809,WOS:000321955300033,2013,"The effect of global climate change, population distribution, and climate mitigation on building energy use in the US and China","Zhou, Yuyu|Eom, Jiyong|Clarke, Leon",CLIMATIC CHANGE,
4810,WOS:000357345300008,2015,Quantification of Climate Change Impact on Regional Agricultural Irrigation and Groundwater Demand,"Kreins, Peter|Henseler, Martin|Anter, Jano|Herrmann, Frank|Wendland, Frank",WATER RESOURCES MANAGEMENT,climate change|irrigation|groundwater|integrated modelling|regional modelling|agricultural production
4811,WOS:000387985900007,2016,Climate change impacts on water resources and reservoir management in the Seine river basin (France),"Dorchies, David|Thirel, Guillaume|Perrin, Charles|Bader, Jean-Claude|Thepot, Regis|Rizzoli, Jean-Louis|Jost, Claudine|Demerliac, Stephane",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,flood|low flows|reservoir management adaptation|climate change impacts|hydrological modelling|seine basin
4812,WOS:000402494600011,2017,Hydrological modeling of Fecal Indicator Bacteria in a tropical mountain catchment,"Kim, Minjeong|Boithias, Laurie|Cho, Kyung Hwa|Silvera, Norbert|Thammahacksa, Chanthamousone|Latsachack, Keooudone|Rochelle-Newall, Emma|Sengtaheuanghoung, Oloth|Pierret, Alain|Pachepsky, Yakov A.|Ribolzi, Olivier",WATER RESEARCH,fecal indicator organism|fate and transport|tropical watershed|soil and water assessment tool|swat|laos
4813,WOS:000328473600004,2013,Development of an integrated assessment of large lakes using towed in situ sensor technologies: Linking nearshore conditions with adjacent watersheds,"Kelly, J. R.|Yurista, P. M.",AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,great lakes|coastal monitoring
4814,WOS:000334361000004,2014,Climate-driven uncertainties in modeling terrestrial gross primary production: a site level to global-scale analysis,"Barman, Rahul|Jain, Atul K.|Liang, Miaoling",GLOBAL CHANGE BIOLOGY,uncertainty|land surface model|gross primary production (gpp)|integrated science assessment model (isam)
4815,WOS:000306583700007,2012,A Bayesian approach for calculating variable total maximum daily loads and uncertainty assessment,"Chen, Dingjiang|Dahlgren, Randy A.|Shen, Yena|Lu, Jun",SCIENCE OF THE TOTAL ENVIRONMENT,bayesian statistics|total maximum daily load|water quality variability|uncertainty|nonpoint source pollution|total nitrogen
4816,WOS:000260481300028,2003,Development of a Distributed Hydrological Model for the Yellow River Basin,"Yang, Dawen|Li, Chong|Musiake, Katumi|Kusuda, Tetsuya|Shang, HQ","PROCEEDINGS OF THE 1ST INTERNATIONAL YELLOW RIVER FORUM ON RIVER BASIN MANAGEMENT, VOL III",yellow river|hydrological modeling|water resources assessment|distributed model|sub - grid parameterization
4817,WOS:000257944200100,2008,A modeling framework for evaluating effectiveness of smart-infrastructure crises management systems,"Mukherjee, Tridib|Gupta, Sandeep K. S.","2008 IEEE CONFERENCE ON TECHNOLOGIES FOR HOMELAND SECURITY, VOLS 1 AND 2",crisis response|criticality|stochastic model|smart-infrastructure|evaluation framework|middleware|human-centered computing
4818,WOS:000376400300019,2015,An Efficient Non-parametric Background Modeling Technique with CUDA Heterogeneous Parallel Architecture,"Wilson, Brandon|Tavakkoli, Alireza|Bebis, G|Boyle, R|Parvin, B|Koracin, D|Pavlidis, |Feris, R|McGraw, T|Elendt, M|Kopper, R|Ragan, E|Ye, Z|Weber, G","ADVANCES IN VISUAL COMPUTING, PT I (ISVC 2015)",
4819,WOS:000358990300122,2015,Assessment of Shallow Interflow Velocities in Alpine Catchments for the Improvement of Hydrological Modelling,"Markart, Gerhard|Roemer, Alexander|Bieber, Gerhard|Pirkl, Herbert|Klebinder, Klaus|Hoerfarter, Christine|Ita, Anna|Jochum, Birgit|Kohl, Bernhard|Motschka, Klaus|Lollino, G|Arattano, M|Rinaldi, M|Giustolisi, O|Marechal, JC|Grant, GE","ENGINEERING GEOLOGY FOR SOCIETY AND TERRITORY, VOL 3: RIVER BASINS, RESERVOIR SEDIMENTATION AND WATER RESOURCES",advective rainfall|interflow|land use|regionalisation|zemokost
4820,WOS:000088804700150,2000,Coupling of parallel river and groundwater models to simulate dynamic groundwater boundary conditions,"Carabin, G|Dassargues, A|Bentley, LR|Sykes, JF|Brebbia, CA|Gray, WG|Pinder, GF","COMPUTATIONAL METHODS IN WATER RESOURCES, VOLS 1 AND 2",
4821,WOS:000251544000030,2007,Using unified modeling language for conceptual modelling of knowledge-based systems,"Abdullah, Mohd Syazwan|Benest, Ian|Paige, Richard|Kimble, Chris|Parent, C|Schewe, KD|Storey, VC|Thalheim, B","CONCEPTUAL MODELING - ER 2007, PROCEEDINGS",
4822,WOS:000261845800003,2008,Model representation of the Sudanian hydrological processes: Application on the Donga catchment (Benin),"Le Lay, M.|Saulnier, G. -M.|Galle, S.|Seguis, L.|Metadier, M.|Peugeot, Ch.",JOURNAL OF HYDROLOGY,hydrological modelling|west africa|multi-criteria evaluation
4823,WOS:A1997XQ93700012,1997,"Hydrological functioning of Mediterranean mountain basins in Vallcebre, Catalonia: Some challenges for hydrological modelling","Gallart, F|Latron, J|Llorens, P|Rabada, D",HYDROLOGICAL PROCESSES,mediterranean basins|soil moisture|forest interception|runoff generation|hydrological modelling|topmodel
4824,WOS:000269426500009,2009,An integrated tool to assess the role of new planting in PM10 capture and the human health benefits: A case study in London,"Tiwary, Abhishek|Sinnett, Danielle|Peachey, Christopher|Chalabi, Zaid|Vardoulakis, Sotiris|Fletcher, Tony|Leonardi, Giovanni|Grundy, Chris|Azapagic, Adisa|Hutchings, Tony R.",ENVIRONMENTAL POLLUTION,air quality|green grid|urban greenspace|particulate matter|health impacts
4825,WOS:000333511800008,2014,"Environmental, economic and social costs and benefits of a packaging waste management system: A Portuguese case study","Ferrao, Paulo|Ribeiro, Paulo|Rodrigues, Joao|Marques, Alexandra|Preto, Miguel|Amaral, Miguel|Domingos, Tiago|Lopes, Ana|Costa, Ines",RESOURCES CONSERVATION AND RECYCLING,green economy|lca|packaging waste|socioeconomic impact|sociedade ponto verde|recycling
4826,WOS:000239873200006,2006,"Sediment quality in Rio Guadiamar (SW, Spain) after a tailing dam collapse: Contamination, toxicity and bioavailability","Riba, Inmaculada|DelValls, T. Angel|Reynoldson, Trefor B.|Milani, Danielle",ENVIRONMENT INTERNATIONAL,metals|sediment contamination|sediment toxicity|bioavailability|integrated assessment
4827,WOS:000311570500001,2012,Toward a statistical framework to quantify the uncertainties of hydrologic response under climate change,"Steinschneider, Scott|Polebitski, Austin|Brown, Casey|Letcher, Benjamin H.",WATER RESOURCES RESEARCH,
4828,WOS:000071893900015,1997,Use of remote sensing data from airborne and spaceborne active microwave sensors towards hydrological modeling,"De Troch, FP|Troch, PA|Su, Z|Harmancioglu, NB|Alpaslan, MN|Ozkul, SD|Singh, VP",INTEGRATED APPROACH TO ENVIRONMENTAL DATA MANAGEMENT SYSTEMS,
4829,WOS:000290045003020,2009,A review of modelling of groundwater-surface water interactions in arid/semi-arid floodplains,"Jolly, I. D.|Rassam, D. W.|Anderssen, RS|Braddock, RD|Newham, LTH",18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,groundwater|surface water|interaction|floodplain|modelling
4830,WOS:000374803400013,2016,Impact of bacterial activity on turnover of insoluble hydrophobic substrates (phenanthrene and pyrene)-Model simulations for prediction of bioremediation success,"Rein, Arno|Adam, Iris K. U.|Miltner, Anja|Brumme, Katja|Kaestner, Matthias|Trapp, Stefan",JOURNAL OF HAZARDOUS MATERIALS,pah-degradation|mycobacteria|growth|kinetics|modelling|bioremediation-options
4831,WOS:000312054700013,2012,An integrated assessment model with endogenous growth,"Huebler, Michael|Baumstark, Lavinia|Leimbach, Marian|Edenhofer, Ottmar|Bauer, Nico",ECOLOGICAL ECONOMICS,endogenous growth|directed technical change|technology transfer|integrated assessment|carbon budget|china
4832,WOS:000278102800005,2010,Modelling the potential for water quality failures in distribution networks: framework (I),"Sadiq, Rehan|Kleiner, Yehuda|Rajani, Balvant",JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,distribution networks|fuzzy-based methods|potential for water quality failure|water quality models
4833,WOS:000391414900054,2015,"Nutrient Management in the Lake Tai Basin, China -Application of Source Water Quantity and Quality Model to Dongshan Peninsula","Waters, D. K.|Jiao, F.|Chen, M. D.|Yang, J. D.|Pape, S.|Zhang, H. J.|Li, J.|Nash, D.|Hongqi, S|Xiangxin, L","PROCEEDINGS OF THE 5TH INTERNATIONAL YELLOW RIVER FORUM ON ENSURING WATER RIGHT OF THE RIVER'S DEMAND AND HEALTHY RIVER BASIN MAINTENANCE, VOL IV",water quality|catchment modelling|source
4834,WOS:000085568200004,1999,Modelling corneal epithelial wound closure in the presence of physiological electric fields via a moving boundary formalism,"Gaffney, EA|Maini, PK|McCaig, CD|Zhao, M|Forrester, JV",IMA JOURNAL OF MATHEMATICS APPLIED IN MEDICINE AND BIOLOGY,moving boundaries|corneal epithelial wound healing
4835,WOS:000295518500013,2011,Integrated Assessment of the European WFD Implementation in Extremely Overexploited Aquifers Through Participatory Modelling,"Molina, Jose-Luis|Luis Garcia-Arostegui, Jose|Bromley, John|Benavente, Jose",WATER RESOURCES MANAGEMENT,aquifers management|participatory modelling|decision support systems|water framework directive|impacts assessment
4836,WOS:000421346900022,2014,Analysis of the Gibbs Sampler for Hierarchical Inverse Problems,"Agapiou, Sergios|Bardsley, Johnathan M.|Papaspiliopoulos, Omiros|Stuart, Andrew M.",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,gaussian process priors|markov chain monte carlo|inverse covariance operators|hierarchical models|diffusion limit
